,Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
163,Jamaal Charles,25,2011,RB,Offense,KC,3350000,0,4933333,0.034,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
164,Randy Starks,28,2011,DE,Defense,MIA,3625000,1150000,4900000,0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
165,Alex Smith,27,2011,QB,Offense,SF,4000000,0,4900000,0.036,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
166,Michael Boley,29,2011,LB,Defense,NYG,3500000,1400000,4900000,0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
167,Josh Sitton,25,2011,G,Offense,GB,700000,1296000,4896000,0.039,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
168,Ryan Clady,25,2011,LT,Offense,DEN,2550000,0,4879375,0.033,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
169,Sheldon Brown,32,2011,CB,Defense,CLE,3100000,1666667,4866667,0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
170,Joe Haden,22,2011,CB,Defense,CLE,2558165,2000000,4864727,0.038,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
171,Channing Crowder,28,2011,LB,Defense,MIA,2500000,1250000,4850000,0.038,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
172,David Diehl,31,2011,RT,Offense,NYG,4000000,500000,4850000,0.04,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
173,Cortland Finnegan,27,2011,CB,Defense,TEN,3793000,1000000,4793000,0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
174,Roberto Garza,32,2011,C,Offense,CHI,4775000,0,4775000,0.037,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
175,D'Qwell Jackson,28,2011,ILB,Defense,CLE,4750000,0,4750000,0.037,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
176,Eugene Amano,29,2011,C,Offense,TEN,2680000,2067500,4747500,0.037,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
177,Jason Pierre-Paul,22,2011,DE,Defense,NYG,475000,150000,4698000,0.039,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
178,Owen Daniels,29,2011,TE,Offense,HOU,3000000,750000,4687500,0.039,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
179,Aaron Smith,35,2011,DE,Defense,PIT,2211358,2475000,4686358,0.039,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
180,Vince Wilfork,30,2011,DT,Defense,NE,810000,3600000,4645000,0.037,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
181,Brandon Graham,23,2011,DE,Defense,PHI,450000,0,4640000,0.035,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
182,Ryan Kalil,26,2011,C,Offense,CAR,1000000,3600000,4600000,0.037,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
183,Jason Campbell,29,2011,QB,Offense,LV/OAK,4500000,0,4600000,0.037,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
184,Jeff Faine,30,2011,C,Offense,TB,4575000,0,4575000,0.032,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
185,Lance Briggs,31,2011,OLB,Defense,CHI,3650000,666667,4566667,0.036,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
186,Benjamin Watson,31,2011,TE,Offense,CLE,2420000,2116666,4536666,0.035,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
187,Derrick Morgan,25,2011,OLB,Defense,TEN,405000,166668,4511668,0.035,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
188,Rashean Mathis,31,2011,CB,Defense,JAX,4450000,0,4500000,0.03,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
189,Stephen Bowen,27,2011,DE,Defense,WAS,3000000,1500000,4500000,0.034,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
190,Domata Peko,27,2011,DT,Defense,CIN,3300000,1000000,4500000,0.033,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
191,Chris Kelsay,32,2011,DE,Defense,BUF,2000000,400000,4500000,0.032,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
192,Wes Welker,30,2011,WR,Offense,NE,2150000,1100000,4475000,0.035,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
193,Chris Gocong,28,2011,LB,Defense,CLE,3821000,612500,4433500,0.034,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
194,Dominic Raiola,33,2011,C,Offense,DET,2400000,700000,4412500,0.036,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
195,Marques Colston,28,2011,WR,Offense,NO,3000000,1250000,4406250,0.035,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
196,Julius Peppers,31,2011,DE,Defense,CHI,900000,1083333,4383333,0.034,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
197,Robert Mathis,30,2011,OLB,Defense,IND,2410000,0,4350000,0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
198,Cedric Griffin,29,2011,CB,Defense,MIN,3350000,1000000,4350000,0.036,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
199,Robert Gallery,31,2011,T,Offense,SEA,4000000,333333,4333333,0.031,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
200,Cedric Benson,29,2011,RB,Offense,CIN,2823353,250000,4323353,0.032,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
201,Joseph Addai,28,2011,RB,Offense,IND,2450000,1860000,4310000,0.035,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
202,Shane Lechler,35,2011,P,Special Teams,LV/OAK,3200000,1100000,4300000,0.035,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
203,Michael Griffin,26,2011,FS,Defense,TEN,3310500,170002,4256752,0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
204,Shawne Merriman,27,2011,LB,Defense,BUF,2750000,500010,4250010,0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
205,Carlos Rogers,30,2011,CB,Defense,SF,2125000,2125000,4250000,0.031,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
206,Nick Collins,28,2011,S,Defense,GB,2900000,1000000,4237500,0.034,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
207,Leon Hall,27,2011,CB,Defense,CIN,3037500,0,4230000,0.031,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
208,Stanford Routt,28,2011,CB,Defense,LV/OAK,685000,1666667,4214666,0.034,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
209,Brandon Mebane,26,2011,DT,Defense,SEA,4000000,200000,4200000,0.03,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
210,Justin Blalock,28,2011,G,Offense,ATL,2000000,2200000,4200000,0.035,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
211,Nate Washington,28,2011,WR,Offense,TEN,3300000,900000,4200000,0.033,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
212,Visanthe Shiancoe,31,2011,TE,Offense,MIN,3100000,1000000,4200000,0.034,NFC,NFC North,3,13,0,0.1875,4,340,449,-109,0.395833,0.558594,No,No
213,Drayton Florence,31,2011,CB,Defense,BUF,3000000,666667,4166667,0.03,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
214,Santana Moss,32,2011,WR,Offense,WAS,2250000,1666666,4166666,0.031,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
215,Andre' Goodman,33,2011,CB,Defense,DEN,2880000,1200000,4080000,0.028,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
216,Earl Thomas,22,2011,FS,Defense,SEA,625000,100000,4066075,0.029,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
217,Jammal Brown,30,2011,T,Offense,WAS,2750000,1100000,4037500,0.03,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
218,Cam Newton,22,2011,QB,Offense,CAR,375000,3629636,4004636,0.033,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
219,Charlie Whitehurst,29,2011,QB,Offense,SEA,4000000,0,4000000,0.028,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
220,David Harris,27,2011,ILB,Defense,NYJ,2000000,2000000,4000000,0.031,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
221,Jonathan Babineaux,30,2011,DT,Defense,ATL,3500000,500000,4000000,0.033,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
222,Matt Light,33,2011,T,Offense,NE,1000000,3000000,4000000,0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
223,Shaun Ellis,34,2011,DE,Defense,NE,1500000,750000,4000000,0.032,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
224,Bradie James,30,2011,LB,Defense,DAL,3500000,0,4000000,0.029,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
225,Kevin Walter,30,2011,WR,Offense,HOU,3000000,1000000,4000000,0.033,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
226,Marshal Yanda,27,2011,G,Offense,BAL,2000000,2000000,4000000,0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
227,Matt Birk,35,2011,C,Offense,BAL,3000000,1000000,4000000,0.032,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
228,Ronde Barber,36,2011,S,Defense,TB,4000000,0,4000000,0.028,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
229,Kevin Kolb,27,2011,QB,Offense,ARI,2000000,2000000,4000000,0.033,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
230,Vince Young,28,2011,QB,Offense,PHI,1500000,2000000,4000000,0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
231,Steve Smith,26,2011,WR,Offense,PHI,4000000,0,4000000,0.031,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
232,Barrett Ruud,28,2011,LB,Defense,TEN,2000000,2000000,4000000,0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
233,Jovan Haye,29,2011,DT,Defense,TEN,3000000,1000000,4000000,0.031,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
234,Tamba Hali,28,2011,OLB,Defense,KC,1000000,2964706,3964706,0.028,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
235,Kyle Williams,28,2011,DT,Defense,BUF,3000000,950000,3950000,0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
236,Ryan Pickett,32,2011,DT,Defense,GB,2700000,500000,3937500,0.031,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
237,Kerry Rhodes,29,2011,S,Defense,ARI,2425000,0,3925000,0.032,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
238,Dwan Edwards,30,2011,DT,Defense,BUF,2600000,0,3900000,0.028,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
239,Ben Grubbs,27,2011,G,Offense,BAL,2995000,200000,3875000,0.031,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
240,Jeremy Maclin,23,2011,WR,Offense,PHI,2503000,0,3853000,0.029,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
241,Marcedes Lewis,27,2011,TE,Offense,JAX,1650000,1400000,3850000,0.025,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
242,Keith Rivers,25,2011,OLB,Defense,CIN,1735000,204166,3829166,0.028,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
243,Chris Johnson,32,2011,CB,Defense,LV/OAK,2823529,1000000,3823529,0.031,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
244,Von Miller,22,2011,OLB,Defense,DEN,375000,3443251,3818251,0.026,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
245,Dwayne Bowe,27,2011,WR,Offense,KC,2765000,280000,3815000,0.026,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
246,Ike Taylor,31,2011,CB,Defense,PIT,1250000,1812500,3812500,0.032,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
247,Jeremy Shockey,31,2011,TE,Offense,CAR,3000000,0,3812500,0.031,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
248,Heath Miller,29,2011,TE,Offense,PIT,1000000,850000,3796500,0.031,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
249,Gerald McCoy,23,2011,DT,Defense,TB,873750,600000,3768750,0.026,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
250,Sam Baker,26,2011,LT,Offense,ATL,2576250,0,3760000,0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
251,Ovie Mughelli,31,2011,RB,Offense,ATL,3000000,500000,3750000,0.031,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
252,Quentin Jammer,32,2011,S,Defense,LAC/SD,3750000,0,3750000,0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
253,Kevin Boss,27,2011,TE,Offense,LV/OAK,3000000,750000,3750000,0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
254,Reggie Bush,26,2011,RB,Offense,MIA,2500000,1250000,3750000,0.029,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
255,Sebastian Janikowski,33,2011,K,Special Teams,LV/OAK,2600000,750000,3725000,0.03,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
256,Marcell Dareus,22,2011,DT,Defense,BUF,375000,3335418,3710418,0.027,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
257,Greg Jones,30,2011,FB,Offense,JAX,3100000,500000,3700000,0.024,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
258,Bryan Thomas,32,2011,LB,Defense,NYJ,3200000,0,3700000,0.029,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
259,Nick Hardwick,30,2011,C,Offense,LAC/SD,3675000,0,3675000,0.031,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
260,Roman Harper,29,2011,SS,Defense,NO,1900000,1750000,3650000,0.029,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
261,Osi Umenyiora,30,2011,OLB,Defense,NYG,3125000,0,3625000,0.03,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
262,Hines Ward,35,2011,WR,Offense,PIT,3000000,610000,3610000,0.03,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
263,Eric Weddle,26,2011,FS,Defense,LAC/SD,1000000,2600000,3600000,0.03,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
264,Bryant Johnson,30,2011,WR,Offense,DET,3200000,400000,3600000,0.03,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
265,Chris Clemons,30,2011,DE,Defense,SEA,2300000,0,3585000,0.025,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
266,A.J. Green,23,2011,WR,Offense,CIN,375000,3204655,3579655,0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
267,Josh Brown,32,2011,K,Special Teams,LAR/STL,2600000,800000,3556176,0.029,NFC,NFC West,2,14,0,0.125,4,193,407,-214,0.53125,0.589844,No,No
268,Scott Fujita,32,2011,LB,Defense,CLE,2400000,1100000,3500000,0.027,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
269,Dan Koppen,32,2011,C,Offense,NE,2900000,0,3500000,0.028,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
270,Jeromey Clary,28,2011,G,Offense,LAC/SD,1800000,1700000,3500000,0.029,AFC,AFC West,8,8,0,0.5,2,406,377,29,0.429688,0.515625,No,No
271,Danieal Manning,29,2011,S,Defense,HOU,2000000,1500000,3500000,0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
272,Chris Myers,30,2011,C,Offense,HOU,2750000,750000,3500000,0.029,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
273,Michael Koenen,29,2011,P,Special Teams,TB,3500000,0,3500000,0.024,NFC,NFC South,4,12,0,0.25,4,287,494,-207,0.4375,0.550781,No,No
274,Richard Marshall,27,2011,CB,Defense,ARI,3000000,500000,3500000,0.029,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
275,Manny Lawson,27,2011,OLB,Defense,CIN,3500000,0,3500000,0.026,AFC,AFC North,9,7,0,0.5625,3,344,323,21,0.326389,0.492188,Yes,No
276,Nick Barnett,30,2011,ILB,Defense,BUF,2000000,500000,3500000,0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
277,Brad Smith,28,2011,WR,Offense,BUF,2000000,500000,3500000,0.025,AFC,AFC East,6,10,0,0.375,4,372,434,-62,0.510417,0.519531,No,No
278,Antrel Rolle,29,2011,SS,Defense,NYG,1250000,1000000,3500000,0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
279,Eric Wright,26,2011,CB,Defense,DET,2000000,1500000,3500000,0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
280,Will Witherspoon,31,2011,OLB,Defense,TEN,2500000,1000000,3500000,0.027,AFC,AFC South,9,7,0,0.5625,2,325,317,8,0.395833,0.460938,No,No
281,Kyle Vanden Bosch,33,2011,DE,Defense,DET,810000,2667500,3477500,0.029,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
282,Brandon Flowers,25,2011,CB,Defense,KC,1000000,2380000,3470000,0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
283,Sage Rosenfels,33,2011,QB,Offense,NYG,3000000,466667,3466667,0.029,NFC,NFC East,9,7,0,0.5625,1,394,400,-6,0.465278,0.519531,Yes,Yes
284,Desmond Bishop,27,2011,OLB,Defense,GB,1188000,800000,3431750,0.027,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
285,Geoff Hangartner,29,2011,G,Offense,CAR,2550000,750000,3400000,0.028,NFC,NFC South,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,No,No
286,Derrick Johnson,29,2011,ILB,Defense,KC,3150000,0,3400000,0.024,AFC,AFC West,7,9,0,0.4375,4,212,338,-126,0.464286,0.511719,No,No
287,Patrick Peterson,21,2011,CB,Defense,ARI,375000,2975818,3350818,0.027,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
288,Brett Keisel,33,2011,DE,Defense,PIT,1000000,1675000,3350000,0.028,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
289,Josh Wilson,26,2011,CB,Defense,WAS,2000000,1333333,3333333,0.025,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
290,Cooper Carlisle,34,2011,G,Offense,LV/OAK,2500000,300000,3300000,0.027,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
291,Lee Evans,30,2011,WR,Offense,BAL,3175000,0,3275000,0.026,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
292,Donald Brown,24,2011,RB,Offense,IND,635000,200000,3255000,0.027,AFC,AFC South,2,14,0,0.125,4,243,430,-187,0.59375,0.539062,No,No
293,Tarvaris Jackson,28,2011,QB,Offense,SEA,2000000,750000,3250000,0.023,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
294,Phil Dawson,36,2011,K,Special Teams,CLE,3250000,0,3250000,0.025,AFC,AFC North,4,12,0,0.25,4,218,307,-89,0.3125,0.53125,No,No
295,Santonio Holmes,27,2011,WR,Offense,NYJ,1000000,1250000,3250000,0.025,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
296,John Henderson,32,2011,DT,Defense,LV/OAK,2500000,750000,3250000,0.026,AFC,AFC West,8,8,0,0.5,3,359,433,-74,0.4375,0.503906,No,No
297,Brandon Meriweather,27,2011,SS,Defense,CHI,2250000,1000000,3250000,0.025,NFC,NFC North,8,8,0,0.5,3,353,341,12,0.40625,0.527344,No,No
298,Matt Moore,27,2011,QB,Offense,MIA,2500000,750000,3250000,0.025,AFC,AFC East,6,10,0,0.375,3,329,313,16,0.416667,0.503906,No,No
299,Darryl Tapp,27,2011,DE,Defense,PHI,2250000,1000000,3250000,0.025,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
300,Stephen Tulloch,26,2011,ILB,Defense,DET,3250000,0,3250000,0.027,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
301,Devery Henderson,29,2011,WR,Offense,NO,2250000,875000,3225000,0.026,NFC,NFC South,13,3,0,0.8125,1,547,339,208,0.442308,0.441406,Yes,No
302,Sidney Rice,25,2011,WR,Offense,SEA,2000000,1200000,3200000,0.023,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
303,Jon Kitna,39,2011,QB,Offense,DAL,2600000,600000,3200000,0.023,NFC,NFC East,8,8,0,0.5,3,369,347,22,0.375,0.472656,No,No
304,Shawntae Spencer,29,2011,CB,Defense,SF,3100000,0,3200000,0.023,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
305,Eugene Monroe,24,2011,LT,Offense,JAX,1242500,345000,3172000,0.021,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
306,Brian Dawkins,38,2011,S,Defense,DEN,1600000,1556000,3156000,0.022,AFC,AFC West,8,8,0,0.5,1,309,390,-81,0.445312,0.519531,Yes,No
307,Clark Haggans,34,2011,LB,Defense,ARI,2500000,0,3150000,0.026,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
308,Devin McCourty,24,2011,FS,Defense,NE,450000,300000,3135000,0.025,AFC,AFC East,13,3,0,0.8125,1,513,342,171,0.423077,0.449219,Yes,No
309,Mike Williams,27,2011,WR,Offense,SEA,1750000,125000,3125000,0.022,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
310,Scott Wells,30,2011,C,Offense,GB,2750000,0,3100000,0.025,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
311,Jacob Bell,30,2011,G,Offense,LAR/STL,810000,0,3100000,0.025,NFC,NFC West,2,14,0,0.125,4,193,407,-214,0.53125,0.589844,No,No
312,Adam Snyder,29,2011,G,Offense,SF,2000000,1000000,3100000,0.023,NFC,NFC West,13,3,0,0.8125,1,380,229,151,0.418269,0.449219,Yes,No
313,B.J. Raji,25,2011,DT,Defense,GB,955000,480000,3060000,0.024,NFC,NFC North,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,Yes,No
314,Alan Branch,27,2011,DT,Defense,SEA,2500000,250000,3050000,0.022,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
315,Chris Redman,34,2011,QB,Offense,ATL,2550000,500000,3050000,0.025,NFC,NFC South,10,6,0,0.625,2,402,350,52,0.375,0.480469,Yes,No
316,DeMeco Ryans,27,2011,ILB,Defense,HOU,800000,1250000,3050000,0.025,AFC,AFC South,10,6,0,0.625,1,381,278,103,0.4125,0.453125,Yes,No
317,Winston Justice,27,2011,LT,Offense,PHI,2000000,956000,3031000,0.023,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
318,Stephen Peterman,29,2011,G,Offense,DET,2900000,0,3028000,0.025,NFC,NFC North,10,6,0,0.625,2,474,387,87,0.39375,0.535156,Yes,No
319,Brent Celek,26,2011,TE,Offense,PHI,1215000,1200000,3023000,0.023,NFC,NFC East,8,8,0,0.5,2,396,328,68,0.398438,0.488281,No,No
320,Plaxico Burress,34,2011,WR,Offense,NYJ,3017000,0,3017000,0.024,AFC,AFC East,8,8,0,0.5,2,377,363,14,0.398438,0.5,No,No
321,Paul Posluszny,27,2011,OLB,Defense,JAX,1000000,2000000,3000000,0.02,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
322,Larry Foote,31,2011,ILB,Defense,PIT,2400000,600000,3000000,0.025,AFC,AFC North,12,4,0,0.75,2,325,227,98,0.411458,0.492188,Yes,No
323,Matt Roth,29,2011,DE,Defense,JAX,2500000,500000,3000000,0.02,AFC,AFC South,5,11,0,0.3125,3,243,329,-86,0.3625,0.5,No,No
324,Zach Miller,26,2011,TE,Offense,SEA,2000000,1000000,3000000,0.021,NFC,NFC West,7,9,0,0.4375,3,321,315,6,0.4375,0.511719,No,No
325,Rocky McIntosh,29,2011,OLB,Defense,WAS,1250000,1500000,3000000,0.022,NFC,NFC East,5,11,0,0.3125,4,288,367,-79,0.4375,0.476562,No,No
326,Andre Gurode,32,2011,C,Offense,BAL,3000000,0,3000000,0.024,AFC,AFC North,12,4,0,0.75,1,378,266,112,0.484375,0.476562,Yes,No
327,Stewart Bradley,28,2011,ILB,Defense,ARI,2000000,1000000,3000000,0.025,NFC,NFC West,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,No,No
